rn,final id,id,species,site,specimen.date,wing,trial,pixel to mm2,L.R,flip?,length
1216,KEB_00715,715,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.83396
1217,KEB_00715,715,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.83396
1218,KEB_00715,715,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.83396
1219,KEB_00717,717,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,3.6190375
1220,KEB_00717,717,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.6190375
1221,KEB_00717,717,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.6190375
1222,KEB_00717,717,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.6190375
1223,KEB_00726,726,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,4.073095
1224,KEB_00726,726,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,4.073095
1225,KEB_00726,726,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,4.073095
1226,KEB_00726,726,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,4.073095
1227,KEB_00730,730,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,3.81069
1228,KEB_00730,730,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.81069
1229,KEB_00730,730,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.81069
1230,KEB_00730,730,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.81069
1231,KEB_00731,731,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,4.00101
1232,KEB_00731,731,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,4.00101
1233,KEB_00731,731,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,4.00101
1234,KEB_00731,731,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,4.00101
1235,KEB_00750,750,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,3.631225
1236,KEB_00750,750,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.631225
1237,KEB_00750,750,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.631225
1238,KEB_00750,750,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.631225
1239,KEB_00751,751,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,3.894345
1240,KEB_00751,751,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.894345
1241,KEB_00751,751,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.894345
1242,KEB_00751,751,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.894345
1243,KEB_00753,753,bombus griseocollis,r,8/13/2019,1,1,0.026,l,y,3.689985
1244,KEB_00753,753,bombus griseocollis,r,8/13/2019,1,2,0.026,l,y,3.689985
1245,KEB_00753,753,bombus griseocollis,r,8/13/2019,2,1,0.026,r,n,3.689985
1246,KEB_00753,753,bombus griseocollis,r,8/13/2019,2,2,0.026,r,n,3.689985
1247,KEB_00773,773,bombus griseocollis,c,8/14/2019,1,1,0.026,l,y,4.130425
1248,KEB_00773,773,bombus griseocollis,c,8/14/2019,1,2,0.026,l,y,4.130425
1249,KEB_00773,773,bombus griseocollis,c,8/14/2019,2,1,0.026,r,n,4.130425
1250,KEB_00773,773,bombus griseocollis,c,8/14/2019,2,2,0.026,r,n,4.130425
1251,KEB_00776,776,bombus griseocollis,c,8/14/2019,1,1,0.026,l,y,2.9581825
1252,KEB_00776,776,bombus griseocollis,c,8/14/2019,1,2,0.026,l,y,2.9581825
1253,KEB_00776,776,bombus griseocollis,c,8/14/2019,2,1,0.026,r,n,2.9581825
1254,KEB_00776,776,bombus griseocollis,c,8/14/2019,2,2,0.026,r,n,2.9581825
1255,KEB_00777,777,bombus griseocollis,c,8/14/2019,1,1,0.026,l,y,4.08525
1256,KEB_00777,777,bombus griseocollis,c,8/14/2019,1,2,0.026,l,y,4.08525
1257,KEB_00777,777,bombus griseocollis,c,8/14/2019,2,1,0.026,r,n,4.08525
1258,KEB_00777,777,bombus griseocollis,c,8/14/2019,2,2,0.026,r,n,4.08525
1259,KEB_00780,780,bombus griseocollis,c,8/14/2019,1,1,0.026,l,y,3.71852
1260,KEB_00780,780,bombus griseocollis,c,8/14/2019,1,2,0.026,l,y,3.71852
1261,KEB_00780,780,bombus griseocollis,c,8/14/2019,2,1,0.026,r,n,3.71852
1262,KEB_00780,780,bombus griseocollis,c,8/14/2019,2,2,0.026,r,n,3.71852
1263,KEB_00819,819,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,3.9116675
1264,KEB_00819,819,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,3.9116675
1265,KEB_00819,819,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,3.9116675
1266,KEB_00819,819,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,3.9116675
1267,KEB_00830,830,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,4.05301
1268,KEB_00830,830,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,4.05301
1269,KEB_00830,830,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,4.05301
1270,KEB_00830,830,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,4.05301
1271,KEB_00838,838,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,3.08178
1272,KEB_00838,838,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,3.08178
1273,KEB_00838,838,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,3.08178
1274,KEB_00838,838,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,3.08178
1275,KEB_00862,862,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,4.46472
1276,KEB_00862,862,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,4.46472
1277,KEB_00862,862,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,4.46472
1278,KEB_00862,862,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,4.46472
1279,KEB_00865,865,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,3.776565
1280,KEB_00865,865,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,3.776565
1281,KEB_00865,865,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,3.776565
1282,KEB_00865,865,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,3.776565
1283,KEB_00866,866,bombus griseocollis,r,8/16/2019,1,1,0.026,l,y,3.67679
1284,KEB_00866,866,bombus griseocollis,r,8/16/2019,1,2,0.026,l,y,3.67679
1285,KEB_00866,866,bombus griseocollis,r,8/16/2019,2,1,0.026,r,n,3.67679
1286,KEB_00866,866,bombus griseocollis,r,8/16/2019,2,2,0.026,r,n,3.67679
1287,KEB_00871,871,bombus griseocollis,c,8/29/2019,1,1,0.026,l,y,3.029585
1288,KEB_00871,871,bombus griseocollis,c,8/29/2019,1,2,0.026,l,y,3.029585
1289,KEB_00871,871,bombus griseocollis,c,8/29/2019,2,1,0.026,r,n,3.029585
1290,KEB_00871,871,bombus griseocollis,c,8/29/2019,2,2,0.026,r,n,3.029585
1291,KEB_00889,889,bombus griseocollis,c,8/30/2019,1,1,0.026,l,y,3.906955
1292,KEB_00889,889,bombus griseocollis,c,8/30/2019,1,2,0.026,l,y,3.906955
1293,KEB_00889,889,bombus griseocollis,c,8/30/2019,2,1,0.026,r,n,3.906955
1294,KEB_00889,889,bombus griseocollis,c,8/30/2019,2,2,0.026,r,n,3.906955
1295,KEB_00892,892,bombus griseocollis,r,8/30/2019,1,1,0.026,l,y,3.623165
1296,KEB_00892,892,bombus griseocollis,r,8/30/2019,1,2,0.026,l,y,3.623165
1297,KEB_00892,892,bombus griseocollis,r,8/30/2019,2,1,0.026,r,n,3.623165
1298,KEB_00892,892,bombus griseocollis,r,8/30/2019,2,2,0.026,r,n,3.623165
1299,KEB_00893,893,bombus griseocollis,r,8/30/2019,1,1,0.026,l,y,4.07342
1300,KEB_00893,893,bombus griseocollis,r,8/30/2019,1,2,0.026,l,y,4.07342
1301,KEB_00893,893,bombus griseocollis,r,8/30/2019,2,1,0.026,r,n,4.07342
1302,KEB_00893,893,bombus griseocollis,r,8/30/2019,2,2,0.026,r,n,4.07342
1303,KEB_00955,955,bombus griseocollis,r,9/13/2019,1,1,0.026,l,y,4.129645
1304,KEB_00955,955,bombus griseocollis,r,9/13/2019,1,2,0.026,l,y,4.129645
1305,KEB_00955,955,bombus griseocollis,r,9/13/2019,2,1,0.026,r,n,4.129645
1306,KEB_00955,955,bombus griseocollis,r,9/13/2019,2,2,0.026,r,n,4.129645
1323,KEB_00402,402,bombus impatiens,r,7/19/2019,1,1,0.026,l,y,2.833155
1324,KEB_00402,402,bombus impatiens,r,7/19/2019,1,2,0.026,l,y,2.833155
1325,KEB_00402,402,bombus impatiens,r,7/19/2019,2,1,0.026,r,n,2.833155
1326,KEB_00402,402,bombus impatiens,r,7/19/2019,2,2,0.026,r,n,2.833155
1327,KEB_00421,421,bombus impatiens,r,7/19/2019,1,1,0.026,l,y,2.64381
1328,KEB_00421,421,bombus impatiens,r,7/19/2019,1,2,0.026,l,y,2.64381
1329,KEB_00421,421,bombus impatiens,r,7/19/2019,2,1,0.026,r,n,2.64381
1330,KEB_00421,421,bombus impatiens,r,7/19/2019,2,2,0.026,r,n,2.64381
1331,KEB_00446,446,bombus impatiens,r,7/23/2019,1,1,0.026,l,y,3.2019
1332,KEB_00446,446,bombus impatiens,r,7/23/2019,1,2,0.026,l,y,3.2019
1333,KEB_00446,446,bombus impatiens,r,7/23/2019,2,1,0.026,r,n,3.2019
1334,KEB_00446,446,bombus impatiens,r,7/23/2019,2,2,0.026,r,n,3.2019
1355,KEB_00697,697,bombus impatiens,r,8/9/2019,1,1,0.026,l,y,3.148665
1356,KEB_00697,697,bombus impatiens,r,8/9/2019,1,2,0.026,l,y,3.148665
1357,KEB_00697,697,bombus impatiens,r,8/9/2019,2,1,0.026,r,n,3.148665
1358,KEB_00697,697,bombus impatiens,r,8/9/2019,2,2,0.026,r,n,3.148665
1391,KEB_00743,743,bombus impatiens,r,8/13/2019,1,1,0.026,l,y,3.51013
1392,KEB_00743,743,bombus impatiens,r,8/13/2019,1,2,0.026,l,y,3.51013
1393,KEB_00743,743,bombus impatiens,r,8/13/2019,2,1,0.026,r,n,3.51013
1394,KEB_00743,743,bombus impatiens,r,8/13/2019,2,2,0.026,r,n,3.51013
1403,KEB_00757,757,bombus impatiens,r,8/14/2019,1,1,0.026,l,y,3.029715
1404,KEB_00757,757,bombus impatiens,r,8/14/2019,1,2,0.026,l,y,3.029715
1405,KEB_00757,757,bombus impatiens,r,8/14/2019,2,1,0.026,r,n,3.029715
1406,KEB_00757,757,bombus impatiens,r,8/14/2019,2,2,0.026,r,n,3.029715
1407,KEB_00770,770,bombus impatiens,c,8/14/2019,1,1,0.026,l,y,3.048175
1408,KEB_00770,770,bombus impatiens,c,8/14/2019,1,2,0.026,l,y,3.048175
1409,KEB_00770,770,bombus impatiens,c,8/14/2019,2,1,0.026,r,n,3.048175
1410,KEB_00770,770,bombus impatiens,c,8/14/2019,2,2,0.026,r,n,3.048175
1411,KEB_00771,771,bombus impatiens,c,8/14/2019,1,1,0.026,l,y,3.1577
1412,KEB_00771,771,bombus impatiens,c,8/14/2019,1,2,0.026,l,y,3.1577
1413,KEB_00771,771,bombus impatiens,c,8/14/2019,2,1,0.026,r,n,3.1577
1414,KEB_00771,771,bombus impatiens,c,8/14/2019,2,2,0.026,r,n,3.1577
1423,KEB_00917,917,bombus impatiens,r,8/30/2019,1,1,0.026,l,y,3.22543
1424,KEB_00917,917,bombus impatiens,r,8/30/2019,1,2,0.026,l,y,3.22543
1425,KEB_00917,917,bombus impatiens,r,8/30/2019,2,1,0.026,r,n,3.22543
1426,KEB_00917,917,bombus impatiens,r,8/30/2019,2,2,0.026,r,n,3.22543
1427,KEB_00918,918,bombus impatiens,r,8/30/2019,1,1,0.026,l,y,3.02926
1428,KEB_00918,918,bombus impatiens,r,8/30/2019,1,2,0.026,l,y,3.02926
1429,KEB_00918,918,bombus impatiens,r,8/30/2019,2,1,0.026,r,n,3.02926
1430,KEB_00918,918,bombus impatiens,r,8/30/2019,2,2,0.026,r,n,3.02926
1431,KEB_01010,1010,bombus impatiens,r,9/20/2019,1,1,0.026,l,y,3.09959
1432,KEB_01010,1010,bombus impatiens,r,9/20/2019,1,2,0.026,l,y,3.09959
1433,KEB_01010,1010,bombus impatiens,r,9/20/2019,2,1,0.026,r,n,3.09959
1434,KEB_01010,1010,bombus impatiens,r,9/20/2019,2,2,0.026,r,n,3.09959
1435,KEB_00949,949,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.602105
1436,KEB_00949,949,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.602105
1437,KEB_00949,949,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.602105
1438,KEB_00949,949,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.602105
1439,KEB_00951,951,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.278405
1440,KEB_00951,951,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.278405
1441,KEB_00951,951,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.278405
1442,KEB_00951,951,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.278405
1443,KEB_00952,952,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.0082
1444,KEB_00952,952,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.0082
1445,KEB_00952,952,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.0082
1446,KEB_00952,952,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.0082
1447,KEB_00953,953,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,2.92591
1448,KEB_00953,953,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,2.92591
1449,KEB_00953,953,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,2.92591
1450,KEB_00953,953,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,2.92591
1451,KEB_00954,954,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,2.76692
1452,KEB_00954,954,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,2.76692
1453,KEB_00954,954,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,2.76692
1454,KEB_00954,954,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,2.76692
1455,KEB_00957,957,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.19319
1456,KEB_00957,957,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.19319
1457,KEB_00957,957,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.19319
1458,KEB_00957,957,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.19319
1459,KEB_00958,958,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.094
1460,KEB_00958,958,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.094
1461,KEB_00958,958,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.094
1462,KEB_00958,958,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.094
1463,KEB_00959,959,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.398785
1464,KEB_00959,959,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.398785
1465,KEB_00959,959,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.398785
1466,KEB_00959,959,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.398785
1467,KEB_00961,961,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.00846
1468,KEB_00961,961,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.00846
1469,KEB_00961,961,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.00846
1470,KEB_00961,961,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.00846
1471,KEB_00966,966,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,2.97934
1472,KEB_00966,966,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,2.97934
1473,KEB_00966,966,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,2.97934
1474,KEB_00966,966,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,2.97934
1475,KEB_00967,967,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.078335
1476,KEB_00967,967,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.078335
1477,KEB_00967,967,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.078335
1478,KEB_00967,967,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.078335
1479,KEB_00969,969,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.080935
1480,KEB_00969,969,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.080935
1481,KEB_00969,969,bombus impatiens,r,9/13/2019,2,1,0.026,r,y,3.080935
1482,KEB_00969,969,bombus impatiens,r,9/13/2019,2,2,0.026,r,y,3.080935
1483,KEB_00970,970,bombus impatiens,r,9/13/2019,1,1,0.026,l,y,3.356275
1484,KEB_00970,970,bombus impatiens,r,9/13/2019,1,2,0.026,l,y,3.356275
1485,KEB_00970,970,bombus impatiens,r,9/13/2019,2,1,0.026,r,n,3.356275
1486,KEB_00970,970,bombus impatiens,r,9/13/2019,2,2,0.026,r,n,3.356275
1487,KEB_00983,983,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.67601
1488,KEB_00983,983,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.67601
1489,KEB_00983,983,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.67601
1490,KEB_00983,983,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.67601
1491,KEB_00986,986,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.626285
1492,KEB_00986,986,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.626285
1493,KEB_00986,986,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.626285
1494,KEB_00986,986,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.626285
1495,KEB_00989,989,bombus impatiens,c,9/13/2019,1,1,0.026,l,y,3.3644
1496,KEB_00989,989,bombus impatiens,c,9/13/2019,1,2,0.026,l,y,3.3644
1497,KEB_00989,989,bombus impatiens,c,9/13/2019,2,1,0.026,r,n,3.3644
1498,KEB_00989,989,bombus impatiens,c,9/13/2019,2,2,0.026,r,n,3.3644
1499,KEB_01005,1005,bombus impatiens,r,9/20/2019,1,1,0.026,l,y,3.12572
1500,KEB_01005,1005,bombus impatiens,r,9/20/2019,1,2,0.026,l,y,3.12572
1501,KEB_01005,1005,bombus impatiens,r,9/20/2019,2,1,0.026,r,n,3.12572
1502,KEB_01005,1005,bombus impatiens,r,9/20/2019,2,2,0.026,r,n,3.12572
1503,KEB_01008,1008,bombus impatiens,r,9/20/2019,1,1,0.026,l,y,3.10856
1504,KEB_01008,1008,bombus impatiens,r,9/20/2019,1,2,0.026,l,y,3.10856
1505,KEB_01008,1008,bombus impatiens,r,9/20/2019,2,1,0.026,r,n,3.10856
1506,KEB_01008,1008,bombus impatiens,r,9/20/2019,2,2,0.026,r,n,3.10856
1507,KEB_01009,1009,bombus impatiens,r,9/20/2019,1,1,0.026,l,y,3.336385
1508,KEB_01009,1009,bombus impatiens,r,9/20/2019,1,2,0.026,l,y,3.336385
1509,KEB_01009,1009,bombus impatiens,r,9/20/2019,2,1,0.026,r,n,3.336385
1510,KEB_01009,1009,bombus impatiens,r,9/20/2019,2,2,0.026,r,n,3.336385
